S.No,actual,pred,alive,plod,name,title,male,culture,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive
1029,1,1,0.818,0.182,Ermesande Hayford,Hayford,0,,House Hayford,Tyrek Lannister,0,1,1,1,1,,,,0,1,1,0,0,0,0.1137123746,1
1030,1,1,0.809,0.191,Erena Glover,,0,Northmen,House Glover,,0,1,1,1,0,,,,,0,0,0,0,0,0.05351170569,1
1031,1,1,0.813,0.187,Erren Florent,Ser,1,,House Florent,,0,1,1,1,0,,,,,0,1,0,0,0,0.08695652174,1
1032,1,1,0.98,0.02,Eustace Brune,Dyre Den,1,,House Brune of the Dyre Den,,0,0,0,1,0,,,,,0,1,0,0,0,0.01672240803,1
1033,1,1,0.973,0.027,Eustace Hunter,Ser,0,,House Hunter,,0,0,0,1,1,,,,,0,1,0,0,0,0.02341137124,1
1034,1,1,0.991,0.009,Eyron Stark,King in the North,1,Northmen,House Stark,,0,1,0,0,0,,,,,0,1,0,0,0,0.01003344482,1
1035,1,1,0.955,0.045,Ferrego Antaryon,Sealord,1,Braavosi,,,0,0,0,1,1,,,,,0,1,0,0,0,0.01672240803,1
1036,1,1,0.614,0.386,Forley Prester,Ser,1,,House Prester,,1,1,1,1,0,,,,,0,1,0,0,0,0.0635451505,1
1037,1,1,0.952,0.048,Franklyn Fowler,Skyreach,1,Dornishmen,House Fowler,,0,0,0,1,1,,,,,0,1,0,0,0,0.02006688963,1
1038,1,0,0.337,0.663,Flement Brax,Ser,1,,House Brax,Morya Frey,1,1,1,1,1,,,,1,1,1,0,0,0,0.1404682274,1
1039,1,1,0.818,0.182,Frenken,Maester,0,,,,0,1,1,1,1,,,,,0,1,0,0,0,0.04347826087,1
1040,1,0,0.255,0.745,Franklyn Frey,Ser,1,Rivermen,House Frey,,0,0,0,0,0,,,,,0,1,0,0,0,0.03678929766,1
1041,1,1,0.983,0.017,Gareth Clifton,Ser,1,,House Clifton,Jeyne Farman,0,0,0,1,0,,,,1,1,1,0,0,0,0.01337792642,1
1042,1,1,0.982,0.018,Garrison Prester,Feastfires,1,,House Prester,,0,0,0,1,1,,,,,0,1,0,0,0,0.01337792642,1
1043,0,1,0.736,0.264,Garth of Greenaway,,1,,Night's Watch,,0,0,1,1,1,,,,,0,0,0,0,0,0.03010033445,0
1044,1,1,0.884,0.116,Garrett Flowers,,0,Andal,House Tyrell,,1,1,1,1,1,,,,,0,0,0,0,0,0.1304347826,1
1045,1,1,0.816,0.184,Garse Goodbrook,Ser,1,,House Goodbrook,Kyra Frey,0,1,1,1,0,,,,1,1,1,0,0,0,0.06688963211,1
1046,1,1,0.878,0.122,Garse Flowers,,1,Andal,House Tyrell,,1,1,1,1,1,,,,,0,0,0,0,0,0.1304347826,1
1047,1,0,0.152,0.848,Garth Greenfield,Knight,0,Westerman,House Greenfield,,1,0,1,1,1,,,,,0,1,0,0,0,0.03010033445,1
1048,0,1,0.767,0.233,Garth Greyfeather,,1,,Night's Watch,,0,0,1,1,1,,,,,0,0,0,0,0,0.05016722408,0
1049,0,0,0.288,0.712,Gawen Swann,Stonehelm,1,,House Swann,,0,0,0,0,0,,,,,0,1,0,0,0,0.01672240803,0
1050,1,1,0.795,0.205,Gawen Glover,,1,Northmen,House Glover,,0,1,1,1,0,,,,,0,0,0,0,0,0.04682274247,1
1051,0,1,0.796,0.204,Gawen Wylde,Ser,1,,House Wylde,,0,1,0,0,0,,,,,0,1,0,0,0,0.01337792642,0
1052,1,1,0.898,0.102,Garth Tyrell,Lord Seneschal,1,Andal,House Tyrell,,1,1,1,1,1,,,,,0,1,0,0,0,0.1638795987,1
1053,1,0,0.216,0.784,Gendel,King-Beyond-the-Wall,1,Free Folk,,,0,1,1,0,0,,,,,0,1,0,0,0,0.05685618729,1
1054,1,0,0.306,0.694,Gawen Westerling,Crag,1,Westermen,House Westerling,Sybell Spicer,1,1,1,1,1,,,,1,1,1,0,0,0,0.08361204013,1
1055,1,1,0.683,0.317,Gerald Gower,Ser,0,,House Gower,,0,0,1,1,1,,,,,0,1,0,0,0,0.02341137124,1
1056,1,1,0.718,0.282,Gerold Grafton,Gulltown,1,,House Grafton,,0,0,0,1,1,,,,,0,1,0,0,0,0.02341137124,1
1057,0,0,0.033,0.967,Gerardys,Grand Maester,1,,Blacks,,0,0,1,0,0,,,,,0,1,0,0,0,0.02341137124,0
1058,1,0,0.494,0.506,Gilbert Farring,Ser,1,,House Farring,,0,0,1,1,1,,,,,0,1,0,0,0,0.04682274247,1
1059,1,1,0.758,0.242,Glendon Hewett,Ser,1,,House Hewett,,0,0,1,1,1,,,,,0,1,0,0,0,0.02675585284,1
1060,1,0,0.278,0.722,Gilwood Hunter,Ser,1,,House Hunter,,0,0,1,1,1,,,,,0,1,0,0,0,0.04013377926,1
1061,1,0,0.275,0.725,Godric Borrell,Sweetsister,1,Sistermen,House Borrell,,0,0,0,1,1,,,,,0,1,0,0,0,0.08695652174,1
1062,1,1,0.979,0.021,Goodwin,Ser,1,,House Tarth,,0,0,0,1,0,,,,,0,1,0,0,0,0.006688963211,1
1063,0,0,0.131,0.869,Gormon Peake,Starpike,1,,House Peake,,0,0,0,0,0,,,,,0,1,0,0,0,0.0602006689,0
1064,1,0,0.086,0.914,Gorne,King-Beyond-the-Wall,1,Free Folk,,,0,1,1,0,0,,,,,0,1,0,0,0,0.05351170569,1
1065,1,0,0.457,0.543,Gormon Tyrell,Maester,1,Andal,Citadel,,1,1,1,1,1,,,,,0,1,0,0,0,0.1538461538,1
1066,1,1,0.996,0.004,Grazdan mo Eraz,,0,Ghiscari,Wise Masters,,0,0,1,1,1,,,,,0,0,0,0,0,0.02341137124,1
1067,0,0,0.001,0.999,Grazdan mo Ullhor,Good Master,1,Astapori,Good Masters,,0,0,1,0,0,,,,,0,1,0,0,0,0.03010033445,0
1068,1,1,0.875,0.125,Grazdar zo Galare,Cupbearer,1,Ghiscari,House of Galare,,0,0,0,0,1,,,,,0,1,0,0,0,0.01003344482,1
1069,0,1,0.908,0.092,Grubbs,,0,,Night's Watch,,0,0,1,1,1,,,,,0,0,0,0,0,0.02006688963,0
1070,1,1,0.968,0.032,Gueren,,1,,Night's Watch,,1,1,1,1,0,,,,,0,0,0,0,0,0.01337792642,1
1071,0,0,0.195,0.805,Guncer Sunglass,Sweetport Sound,1,,House Sunglass,,0,1,1,0,0,,,,,0,1,0,0,0,0.04013377926,0
1072,1,0,0.149,0.851,Gulian Swann,Stonehelm,1,,House Swann,,0,1,1,0,0,,,,,0,1,0,0,0,0.03344481605,1
1073,1,1,0.98,0.02,Guthor Grimm,Lord of Greyshield,1,,House Grimm,,0,0,0,1,1,,,,,0,1,0,0,0,0.01672240803,1
1074,1,1,0.758,0.242,Gunthor Hightower,Ser,0,,House Hightower,Jeyne Fossoway,0,0,0,1,0,,,,1,1,1,0,0,0,0.05351170569,1
1075,1,0,0.201,0.799,Gyldayn,Archmaester,1,,The Citadel,,0,0,0,0,0,,,,,0,1,0,0,0,0.1571906355,1
1076,0,0,0.217,0.783,Gwayne Hightower,Ser,1,,House Hightower,,0,0,0,0,0,,,,,0,1,0,0,0,0.05016722408,0
1077,0,1,0.747,0.253,Hairy Hal,,0,,Night's Watch,,0,0,1,1,1,,,,,0,0,0,0,0,0.03344481605,0
1078,0,0,0.167,0.833,Hake,,1,,Night's Watch,,1,1,1,0,0,,,,,0,0,0,0,0,0.02675585284,0
1079,1,0,0.235,0.765,Halder,,1,,Night's Watch,,1,1,1,1,1,,,,,0,0,0,0,0,0.0602006689,1
1080,1,1,0.858,0.142,Hallis Mollen,Winterfell,1,Northmen,House Mollen,,1,1,1,1,0,,,,,0,1,0,0,0,0.07023411371,1
1081,1,1,0.986,0.014,Halmon Paege,Ser,1,,House Paege,,0,1,1,1,1,,,,,0,1,0,0,0,0.01672240803,1
1082,1,1,0.718,0.282,Harbert,Ser,1,,House Baratheon,,0,1,0,0,0,,,,,0,1,0,0,0,0.02341137124,1
1083,1,1,0.643,0.357,Harlan Hunter,Ser,1,,House Hunter,,1,0,0,1,1,,,,,0,1,0,0,0,0.02675585284,1
1084,0,0,0.437,0.563,Harlen Tyrell,High Steward of Highgarden,1,Andal,House Tyrell,,1,0,0,0,0,,,,,0,1,0,0,0,0.0635451505,0
1085,1,1,0.893,0.107,Harmond Umber,Last Hearth,0,Northmen,House Umber,,1,0,0,0,0,,,,,0,1,0,0,0,0.01672240803,1
1086,1,0,0.316,0.684,Harmune,Maester,1,,Night's Watch,,0,0,1,1,1,,,,,0,1,0,0,0,0.04347826087,1
1087,0,0,0.129,0.871,Harrold Westerling,Ser,1,Westermen,House Westerling,,0,0,0,0,0,,,,,0,1,0,0,0,0.27090301,0
1088,0,1,0.979,0.021,Harwood Fell,Felwood,1,,House Fell,,0,0,0,1,1,,,,,0,1,0,0,0,0.03010033445,0
1089,0,0,0.17,0.83,Harwin Strong,Ser,1,,House Strong,,0,0,0,0,0,,,,,0,1,0,0,0,0.08695652174,0
1090,1,1,0.966,0.034,Harwood Stout,Goldgrass,1,Northmen,House Stout,,0,0,0,1,1,,,,,0,1,0,0,0,0.05351170569,1
1091,1,1,0.724,0.276,Harys Haigh,Ser,1,,House Haigh,,0,1,1,1,0,,,,,0,1,0,0,0,0.09030100334,1
1092,0,0,0.486,0.514,Helman Tallhart,Ser,1,Northmen,House Tallhart,,1,1,1,1,1,,,,,0,1,0,0,0,0.1304347826,0
1093,1,0,0.466,0.534,Lord Commander Hoare,Lord Commander of the Night's Watch,1,,House Hoare,,1,0,0,0,0,,,,,0,1,0,0,0,0.0602006689,1
1094,1,1,0.767,0.233,Hobber Redwyne,Ser,1,Reach,House Redwyne,,1,1,1,1,1,,,,,0,1,0,0,0,0.2140468227,1
1095,1,0,0.387,0.613,Hoarfrost Umber,Last Hearth,1,Northmen,House Umber,,0,0,0,0,1,,,,,0,1,0,0,0,0.02006688963,1
1096,1,1,0.66,0.34,Hosman Norcross,Ser,1,,House Norcross,Delena Florent,0,1,1,1,0,,,,1,1,1,0,0,0,0.07692307692,1
1097,1,1,0.76,0.24,Hoster Frey,,1,Rivermen,House Frey,,0,1,1,1,0,,,,,0,0,0,0,0,0.09030100334,1
1098,1,1,0.742,0.258,Horas Redwyne,Ser,1,Reach,House Redwyne,,1,1,1,1,1,,,,,0,1,0,0,0,0.2173913043,1
1099,0,1,0.598,0.402,Hubard Rambton,Ser,1,,House Rambton,,0,1,1,0,0,,,,,0,1,0,0,0,0.02006688963,0
1100,1,1,0.848,0.152,Horton Redfort,Redfort,1,Valemen,House Redfort,,0,0,1,1,1,,,,,0,1,0,0,0,0.04682274247,1
1101,1,1,0.916,0.084,Hotho Harlaw,Tower of Glimmering,1,Ironborn,House Harlaw of the Tower of Glimmering,,0,0,0,1,1,,,,,0,1,0,0,0,0.07692307692,1
1102,1,0,0.052,0.948,Hugo Wull,Big BucketThe Wull,1,Northern mountain clans,House Wull,,0,0,0,1,1,,,,,0,1,0,0,0,0.03678929766,1
1103,1,0,0.17,0.83,Hugor of the Hill,King of the Andals,1,Andal,,,0,0,0,0,1,,,,,0,1,0,0,0,0.05016722408,1
1104,1,1,0.976,0.024,Hugo Vance,Ser,1,,House Vance of Atranta,,0,0,1,1,0,,,,,0,1,0,0,0,0.02675585284,1
1105,0,0,0.284,0.716,Hullen,Winterfell,1,Northmen,House Stark,,1,1,1,0,1,,,,,0,1,0,0,0,0.0602006689,0
1106,0,1,0.603,0.397,Humfrey Beesbury,Ser,1,,House Beesbury,,0,0,0,0,0,,,,,0,1,0,0,0,0.02675585284,0
1107,0,0,0.181,0.819,Humfrey Hardyng,Ser,1,,House Hardyng,,0,0,0,0,0,,,,,0,1,0,0,0,0.05351170569,0
1108,1,1,0.998,0.002,Humfrey Swyft,Ser,0,,House Swyft,,0,0,0,1,1,,,,,0,1,0,0,0,0.01003344482,1
1109,1,1,0.984,0.016,Humfrey Wagstaff,Ser,0,,House Wagstaff,,0,0,0,1,0,,,,,0,1,0,0,0,0.01672240803,1
1110,1,1,0.68,0.32,Igon Vyrwel,,0,,House Vyrwel,,1,1,1,1,1,,,,,0,0,0,0,0,0.02675585284,1
1111,1,0,0.261,0.739,Jacks,,0,northmen,House Stark,,1,1,1,1,0,,,,,0,0,0,0,0,0.03344481605,1
1112,1,1,0.591,0.409,Janei Lannister,,0,Andal,House Lannister,,1,1,1,1,1,,,,,0,0,0,0,0,0.1003344482,1
1113,1,1,0.809,0.191,Jammos Frey,Ser,1,Rivermen,House Frey,Sallei Paege,0,1,1,1,1,,,,1,1,1,0,0,0,0.09030100334,1
1114,1,1,0.781,0.219,Janna Tyrell,,0,Andal,House Tyrell,Jon Fossoway,1,1,1,1,1,,,,1,1,0,0,0,0,0.1772575251,1
1115,0,0,0.021,0.979,Jaremy Rykker,First Ranger,1,,Night's Watch,,1,1,1,0,1,,,,,0,1,0,0,0,0.0602006689,0
1116,0,1,0.713,0.287,Jarl,,1,Free Folk,,,0,0,1,1,1,,,,,0,0,0,0,0,0.05016722408,0
1117,0,0,0.211,0.789,Jason Lannister,Ser,1,Andal,House Lannister,Johanna Lannister,0,0,0,0,0,,,,1,1,1,0,0,0,0.04682274247,0
1118,1,0,0.402,0.598,Jasper Arryn,Eyrie,1,,House Arryn,,0,0,0,1,0,,,,,0,1,1,1,0,0.04347826087,1
1119,1,1,0.825,0.175,Jasper Redfort,Ser,0,Valemen,House Redfort,,0,0,0,1,1,,,,,0,1,0,0,0,0.02341137124,1
1120,1,1,0.726,0.274,Jeren,,1,,Night's Watch,,1,1,1,1,1,,,,,0,0,0,0,0,0.02006688963,1
1121,0,0,0.223,0.777,Jeyne Arryn,Eyrie,0,Vale,House Arryn,,0,0,0,0,0,,,,,0,1,0,0,0,0.03344481605,0
1122,1,0,0.404,0.596,Jeyne Beesbury,,0,,House Beesbury,Rhaegar Frey,0,1,1,1,0,,,,0,1,0,0,0,0,0.0602006689,1
1123,1,0,0.06,0.94,Jeyne Darry,,1,Westeros,House Darry,Cleos Frey,0,0,1,1,0,,,,0,1,0,0,0,0,0.07692307692,1
1124,1,1,0.904,0.096,Jeyne Goodbrook,,0,,House Goodbrook,,0,1,1,1,0,,,,,0,0,0,0,0,0.0635451505,1
1125,1,1,0.817,0.183,Jeyne Rivers,,0,,House Frey,,0,1,1,1,1,,,,,0,0,0,0,0,0.02006688963,1
1126,1,1,0.697,0.303,Jeyne Lydden,,0,,House Lydden,Stevron Frey,0,1,1,1,0,,,,0,1,0,0,0,0,0.1003344482,1
1127,0,1,0.725,0.275,Joffrey Lonmouth,Ser,1,,House Lonmouth,,0,0,0,0,0,,,,,0,1,0,0,0,0.02341137124,0
1128,0,0,0.01,0.99,Joffrey Caswell,Bitterbridge,1,,House Caswell,,0,0,0,0,0,,,,,0,1,0,0,0,0.02341137124,0
1129,1,1,0.98,0.02,Jon Bettley,Ser,0,,House Bettley,,0,0,0,1,1,,,,,0,1,0,0,0,0.01672240803,1
1130,1,1,0.767,0.233,Jon Brax,,0,,House Brax,,0,1,1,1,0,,,,,0,0,0,0,0,0.1137123746,1
1131,1,1,0.979,0.021,Jon Lynderly,Lord of the Snakewood,0,,House Lynderly,,0,0,0,1,1,,,,,0,1,0,0,0,0.02341137124,1
1132,1,1,0.997,0.003,Jon Myre,,0,Ironborn,House Myre,,0,0,1,1,1,,,,,0,0,0,0,0,0.02341137124,1
1133,1,1,0.767,0.233,Jon Redfort,Ser,0,Valemen,House Redfort,,0,0,0,1,1,,,,,0,1,0,0,0,0.02341137124,1
1134,1,1,0.751,0.249,Jon Wylde,Ser,1,,House Wylde,Elyana Vypren,0,1,1,1,0,,,,1,1,1,0,0,0,0.1605351171,1
1135,1,1,0.982,0.018,Jonos Stark,King in the North,1,Northmen,House Stark,,0,1,0,0,0,,,,,0,1,0,0,0,0.01003344482,1
1136,1,1,0.834,0.166,Jonos Frey,,0,Rivermen,House Frey,,0,1,1,1,0,,,,,0,0,0,0,0,0.05351170569,1
1137,1,0,0.264,0.736,Jonnel Stark,Winterfell,1,Northmen,House Stark,Robyn Ryswell,0,1,0,0,0,,,,1,1,1,0,0,0,0.127090301,1
1138,1,0,0.086,0.914,Joramun,King-Beyond-the-Wall,1,Free Folk,,,0,1,1,0,0,,,,,0,1,0,0,0,0.0635451505,1
1139,1,1,0.986,0.014,Jorah Stark,King in the North,1,Northmen,House Stark,,0,1,0,0,0,,,,,0,1,0,0,0,0.01003344482,1
1140,0,0,0.384,0.616,Jonothor Darry,Ser,1,,House Darry,,0,0,1,1,0,,,,,0,1,1,1,0,0.04682274247,0
1141,1,1,0.823,0.177,Jorelle Mormont,,0,Northmen,House Mormont,,0,0,0,1,1,,,,,0,0,0,0,0,0.04013377926,1
1142,1,1,0.994,0.006,Jyana,,0,Crannogmen,House Reed,Howland Reed,0,0,0,1,1,,,,1,1,0,0,0,0,0.02006688963,1
1143,1,1,0.676,0.324,Joy Hill,,0,,House Lannister,,1,1,1,1,1,,,,,0,0,0,0,0,0.1036789298,1
1144,1,1,0.765,0.235,Jyanna Frey,,0,Rivermen,House Frey,Benfrey Frey,0,1,1,1,0,,,,0,1,0,0,0,0,0.05016722408,1
1145,0,1,0.633,0.367,Kaeth,Grand Maester,1,,,,0,0,1,1,0,,,,,0,1,0,0,0,0.2608695652,0
1146,1,1,0.986,0.014,Jynessa Blackmont,,0,Dornish,House Blackmont,,0,0,1,1,0,,,,,0,0,0,0,0,0.02006688963,1
1147,1,1,0.915,0.085,Karlon Stark,Karl's Hold,1,Northmen,House Stark,,0,0,1,0,0,,,,,0,1,0,0,0,0.01672240803,1
1148,1,1,0.796,0.204,Kedge Whiteye,,1,,Night's Watch,,0,1,1,1,1,,,,,0,0,0,0,0,0.03678929766,1
1149,1,1,0.677,0.323,Kennos of Kayce,Ser,1,,House Kenning of Kayce,,0,0,1,1,1,,,,,0,1,0,0,0,0.03344481605,1
1150,1,1,0.759,0.241,Kezmya,Cupbearer,0,Ghiscari,House of Pahl,,0,0,0,0,1,,,,,0,1,0,0,0,0.01672240803,1
1151,0,1,0.694,0.306,Kyra,,1,,House Stark,,1,1,0,1,1,,,,,0,0,0,0,0,0.05351170569,0
1152,1,1,0.764,0.236,Kyra Frey,,0,Rivermen,House Frey,Garse Goodbrook,0,1,1,1,0,,,,1,1,0,0,0,0,0.06688963211,1
1153,1,1,0.968,0.032,Lambert Turnberry,Ser,1,,House Turnberry,,0,0,0,1,1,,,,,0,1,0,0,0,0.01672240803,1
1154,0,0,0.217,0.783,Lark,,1,Sistermen,Night's Watch,,0,1,1,0,0,,,,,0,0,0,0,0,0.04013377926,0
1155,1,1,0.597,0.403,Larence Snow,,1,Northmen,House Hornwood,,0,1,1,1,0,,,,,0,0,0,0,0,0.0602006689,1
1156,1,1,0.684,0.316,Larra Blackmont,Blackmont,0,Dornish,House Blackmont,,0,0,1,1,1,,,,,0,1,0,0,0,0.02675585284,1
1157,1,1,0.868,0.132,Lanna Lannister,,0,,House Lannister,Antario Jast,0,0,1,1,1,,,,1,1,0,0,0,0,0.07357859532,1
1158,1,0,0.183,0.817,Leathers,Master-at-Arms,1,Wildling,Night's Watch,,0,0,0,0,1,,,,,0,1,0,0,0,0.05016722408,1
1159,1,1,0.951,0.049,Left Hand Lew,,1,,Night's Watch,,0,0,1,1,1,,,,,0,0,0,0,0,0.01672240803,1
1160,0,0,0.29,0.71,Leo Lefford,Golden Tooth,1,,House Lefford,,1,1,1,1,1,,,,,0,1,0,0,0,0.05685618729,0
1161,1,1,0.663,0.337,Leo Blackbar,Ser,1,,House Blackbar,Olene Tyrell,0,0,1,1,0,,,,1,1,1,0,0,0,0.127090301,1
1162,1,1,0.559,0.441,Leona Woolfield,,0,,House Woolfield,Wylis Manderly,0,0,0,1,1,,,,1,1,0,0,0,0,0.04682274247,1
1163,1,1,0.743,0.257,Leonette Fossoway,Lady,0,Andal,House Fossoway,Garlan Tyrell,0,0,1,1,1,,,,1,1,1,0,0,0,0.1739130435,1
1164,1,0,0.226,0.774,Leonella Lefford,,0,,House Lefford,Lothar Frey,0,1,1,1,0,,,,1,1,0,0,0,0,0.08026755853,1
1165,1,1,0.979,0.021,Lester Morrigen,Lord of Crows Nest,0,,House Morrigen,,0,0,1,1,1,,,,,0,1,0,0,0,0.02341137124,1
1166,1,1,0.855,0.145,Lewys the Fishwife,,0,,House Baratheon of Dragonstone,,0,0,0,0,0,,,,,0,0,0,0,0,0,1
1167,1,1,0.68,0.32,Lewys Lydden,Lord of the Deep Den,0,,House Lydden,,1,1,1,1,1,,,,,0,1,0,0,0,0.03678929766,1
1168,1,1,0.754,0.246,Leslyn Haigh,Ser,0,,House Haigh,Perriane Frey,0,1,1,1,1,,,,1,1,1,0,0,0,0.08695652174,1
1169,1,1,0.745,0.255,Lomas Estermont,Ser,0,Stormlands,House Estermont,,0,1,1,1,1,,,,,0,1,0,0,0,0.03344481605,1
1170,0,0,0.215,0.785,Lorent Marbrand,Ser,1,Westerman,House Marbrand,,0,0,0,0,0,,,,,0,1,0,0,0,0.07357859532,0
1171,1,1,0.834,0.166,Loreza Sand,,0,Dorne,House Martell,,0,0,1,1,1,,,,,0,0,1,1,0,0.1070234114,1
1172,0,1,0.558,0.442,Lothar Mallery,Lord,0,,House Mallery,,1,0,1,0,0,,,,,0,1,0,0,0,0.01672240803,0
1173,1,1,0.992,0.008,Lucas Corbray,Ser,0,,House Corbray,,0,0,0,1,1,,,,,0,1,0,0,0,0.01337792642,1
1174,1,1,0.996,0.004,Lucas Codd,,0,Ironborn,House Codd,,0,0,0,1,1,,,,,0,0,0,0,0,0.02341137124,1
1175,1,1,0.726,0.274,Luceon Frey,Septon,1,Rivermen,Faith of the Seven,,0,1,1,1,1,,,,,0,0,0,0,0,0.07692307692,1
1176,1,1,0.605,0.395,Lucias Vypren,Lord,1,,House Vypren,Lythene Frey,0,1,1,1,1,,,,1,1,1,0,0,0,0.1638795987,1
1177,1,1,0.96,0.04,Lucos Chyttering,Lord,1,,House Chyttering,,0,0,1,1,0,,,,,0,1,0,0,0,0.02006688963,1
1178,1,1,0.706,0.294,Lucion Lannister,Ser,0,Andal,House Lannister,,0,0,1,1,1,,,,,0,1,0,0,0,0.06688963211,1
1179,1,0,0.212,0.788,Luthor Tyrell,Lord Paramount of the Mander,1,Andal,House Tyrell,Olenna Redwyne,0,0,1,0,0,,,,1,1,1,1,1,0,0.1705685619,1
1180,1,1,0.51,0.49,Lyanna Mormont,,1,Northmen,House Mormont,,0,0,0,1,1,,,,,0,0,1,1,0,0.05685618729,1
1181,1,0,0.255,0.745,Lyessa Flint,Widow's Watch,0,Northmen,House Flint of Widow's Watch,,0,1,1,1,1,,,,,0,1,0,0,0,0.03678929766,1
1182,0,0,0.086,0.914,Lyman Beesbury,Master of coin,1,,House Beesbury,,0,0,0,0,0,,,,,0,1,0,0,0,0.2608695652,0
1183,1,1,0.761,0.239,Lymond Goodbrook,Lord,1,,House Goodbrook,,0,0,1,1,1,,,,,0,1,0,0,0,0.02675585284,1
1184,0,0,0.033,0.967,Lyman Darry,Lord of Darry,0,,House Darry,,1,1,0,0,0,,,,,0,1,0,0,0,0.05685618729,0
1185,1,1,0.987,0.013,Lymond Lychester,Castle Lychester,1,Rivermen,House Lychester,,0,0,1,1,0,,,,,0,1,0,0,0,0.02341137124,1
1186,1,1,0.739,0.261,Lymond Vikary,Ser,1,,House Vikary,,0,1,1,1,1,,,,,0,1,0,0,0,0.02675585284,1
1187,1,1,0.921,0.079,Lyonel Selmy,Ser,1,,House Selmy,,0,0,1,0,0,,,,,0,1,0,0,0,0.01672240803,1
1188,1,1,0.752,0.248,Aggo,,0,Dothraki,House Targaryen,,1,1,1,1,1,,,,,0,0,0,0,0,0.1337792642,1
1189,1,1,0.797,0.203,Alys Karstark,,0,Northmen,House Karstark,Sigorn,0,0,1,1,1,,,,1,1,0,0,0,0,0.1571906355,1
1190,0,0,0.463,0.537,Cleos Frey,Ser,1,Rivermen,House Frey,Jeyne Darry,1,1,1,1,1,,,,1,1,1,0,0,0,0.2474916388,0
1191,0,0,0.421,0.579,Dontos Hollard,Ser,1,,House Hollard,,1,1,1,1,0,,,,,0,1,0,0,0,0.2307692308,0
1192,0,1,0.529,0.471,Craster,,1,Free Folk,,,0,1,1,1,1,,,,,0,0,0,0,0,0.1705685619,0
1193,0,1,0.785,0.215,Dale Seaworth,Wraith,1,,House Seaworth,,0,1,1,1,1,,,,,0,1,0,0,0,0.07023411371,0
1194,1,1,0.814,0.186,Denys Mallister,Ser,1,,House Mallister,,1,1,1,1,1,,,,,0,1,0,0,0,0.1304347826,1
1195,1,0,0.437,0.563,Edric Storm,,1,,House Baratheon,,1,1,1,1,1,,,,,0,0,0,0,0,0.2842809365,1
1196,1,0,0.31,0.69,Hosteen Frey,Ser,1,Rivermen,House Frey,Bellena Hawick,1,1,1,1,1,,,,1,1,1,0,0,0,0.2742474916,1
1197,1,1,0.881,0.119,Lyonel Corbray,Heart's Home,1,,House Corbray,,0,0,0,1,1,,,,,0,1,0,0,0,0.08026755853,1
1198,1,1,0.675,0.325,Lyonel Frey,Ser,0,Rivermen,House Frey of Riverrun,Melesa Crakehall,0,1,1,1,1,,,,1,1,1,0,0,0,0.0635451505,1
1199,0,0,0.001,0.999,Lyonel Strong,Harrenhal,1,,House Strong,1st: unknown2nd: unknown3rd: unknown,0,0,0,0,0,,,,1,1,1,0,0,0,0.3344481605,0
1200,1,1,0.726,0.274,Lythene Frey,,0,Rivermen,House Frey,Lucias Vypren,0,1,1,1,1,,,,1,1,0,0,0,0,0.1605351171,1
1201,1,1,0.934,0.066,Lyra Mormont,,0,Northmen,House Mormont,,0,0,0,1,1,,,,,0,0,0,0,0,0.04013377926,1
1202,1,1,0.672,0.328,Maegelle Frey,,0,Rivermen,House Frey,Dafyn Vance,0,1,1,1,0,,,,1,1,0,0,0,0,0.1070234114,1
1203,0,0,0.308,0.692,Mallador Locke,Ser,1,,Night's Watch,,0,1,1,0,0,,,,,0,1,0,0,0,0.02675585284,0
1204,1,1,0.76,0.24,Malwyn Frey,,1,Rivermen,House Frey,,0,1,1,1,0,,,,,0,0,0,0,0,0.1371237458,1
1205,1,1,0.989,0.011,Manfrey Martell,Ser,0,Dornishmen,House Martell,,0,0,0,1,1,,,,,0,1,0,0,0,0.02341137124,1
1206,1,1,0.585,0.415,Margot Lannister,Starpike,0,Andal,House Lannister,Titus Peake,0,0,1,1,1,,,,1,1,1,0,0,0,0.02006688963,1
1207,0,1,0.712,0.288,Maric Seaworth,Oarmaster,1,,House Seaworth,,0,1,1,1,1,,,,,0,1,0,0,0,0.0635451505,0
1208,1,1,0.747,0.253,Marianne Vance,,0,,House Vance,,0,1,1,1,0,,,,,0,0,0,0,0,0.1036789298,1
1209,1,0,0.099,0.901,Mariya Darry,,0,,House Darry,Merrett Frey,0,1,1,1,0,,,,0,1,0,0,0,0,0.1906354515,1
1210,1,1,0.817,0.183,Marissa Frey,,0,Rivermen,House Frey,,0,1,1,1,0,,,,,0,0,0,0,0,0.1605351171,1
1211,1,1,0.905,0.095,Maron Martell,Prince of Dorne,1,Dornish,House Martell,Daenerys Targaryen,0,0,0,1,1,,,,1,1,1,5,1,0,0.03678929766,1
1212,1,1,0.939,0.061,Maron Volmark,Volmark,1,Ironborn,House Volmark,,0,0,1,1,1,,,,,0,1,0,0,0,0.04347826087,1
1213,1,1,0.657,0.343,Marq Rankenfell,Lord Commander of the Night's Watch,1,,Night's Watch,,0,0,1,0,0,,,,,0,1,0,0,0,0.05016722408,1
